,NPGA/90,G/90,G,G+A/90,Pens,player,NPG/90,minutes,A,season,NPG,NPGA
4717,0.34,0.26,3,0.34,0,Abdelkarim Benhenia,0.26,1044,1,2010-2011,3,4
4718,0,0,0,0,0,Collin Benjamin,0,346,0,2010-2011,0,0
4719,0,0,0,0,0,Muhamed Bešić,0,191,0,2010-2011,0,0
4720,0,0,0,0,0,Ermin Bičakčić,0,59,0,2010-2011,0,0
4721,0,0,0,0,0,Pascal Bieler,0,284,0,2010-2011,0,0
4722,0,0,0,0,0,Jiří Bílek,0,1136,0,2010-2011,0,0
4723,0,0,0,0,0,Isaac Boakye,0,26,0,2010-2011,0,0
4724,0.33,0.33,3,0.33,0,Raúl Bobadilla,0.33,819,0,2010-2011,3,3
4725,0,0,0,0,0,Sebastian Boenisch,0,90,0,2010-2011,0,0
4726,0.28,0.11,2,0.28,0,Arthur Boka,0.11,1623,3,2010-2011,2,5
4727,0.17,0.13,3,0.17,0,Fabian Boll,0.13,2076,1,2010-2011,3,4
4728,0.08,0,0,0.08,0,Mark van Bommel,0,1089,1,2010-2011,0,1
4729,0,0,0,0,0,Breno Borges,0,737,0,2010-2011,0,0
4730,0,0,0,0,0,Tim Borowski,0,766,0,2010-2011,0,0
4731,0,0,0,0,0,Khalid Boulahrouz,0,1218,0,2010-2011,0,0
4732,0,0,0,0,0,Edson Braafheid,0,139,0,2010-2011,0,0
4733,0,0,0,0,0,Edson Braafheid,0,782,0,2010-2011,0,0
4734,0.35,0.18,3,0.35,0,Michael Bradley,0.18,1540,3,2010-2011,3,6
4735,0.07,0,0,0.07,0,Mišo Brečko,0,2499,2,2010-2011,0,2
4736,0.11,0.11,1,0.11,0,Roel Brouwers,0.11,809,0,2010-2011,1,1
4737,0.15,0.23,3,0.31,2,Florian Bruns,0.08,1170,1,2010-2011,1,2
4738,0.1,0,0,0.1,0,Alexander Bugera,0,917,1,2010-2011,0,1
4739,0.12,0.04,1,0.12,0,Niko Bungert,0.04,2274,2,2010-2011,1,3
4740,0,0,0,0,0,Albert Bunjaku,0,225,0,2010-2011,0,0
4741,0.14,0.05,1,0.14,0,Heiko Butscher,0.05,1966,2,2010-2011,1,3
4742,0,0,0,0,0,Hans-Jörg Butt,0,2025,0,2010-2011,0,0
4743,0.29,0.18,3,0.29,0,Jakub Błaszczykowski,0.18,1530,2,2010-2011,3,5
4744,0.51,0.34,8,0.51,0,Cacau,0.34,2101,4,2010-2011,8,12
4745,0,0,0,0,0,Daniel Caligiuri,0,1032,0,2010-2011,0,0
4746,0.06,0.06,1,0.06,0,Marco Caligiuri,0.06,1617,0,2010-2011,1,1
4747,0,0,0,0,0,Jan-Ingwer Callsen-Bracker,0,320,0,2010-2011,0,0
4748,0.68,0.53,7,0.68,0,Igor de Camargo,0.53,1194,2,2010-2011,7,9
4749,0.37,0,0,0.37,0,Mauro Camoranesi,0,241,1,2010-2011,0,1
4750,0,0,0,0,0,Carlitos,0,117,0,2010-2011,0,0
4751,0.37,0.16,3,0.37,0,Gonzalo Castro,0.16,1708,4,2010-2011,3,7
4752,0,0,0,0,0,Stefano Celozzi,0,534,0,2010-2011,0,0
4753,0,0,0,0,0,Sofian Chahed,0,435,0,2010-2011,0,0
4754,0.17,0.09,1,0.17,0,Timothy Chandler,0.09,1041,1,2010-2011,1,2
4755,0.94,0.94,1,0.94,0,Angelos Charisteas,0.94,96,0,2010-2011,1,1
4756,0,0,0,0,0,Steve Cherundolo,0,2873,0,2010-2011,0,0
4757,0.48,0.16,1,0.48,0,Adil Chihi,0.16,561,2,2010-2011,1,3
4758,0.6,0.4,2,0.6,0,Chris,0.4,448,1,2010-2011,2,3
4759,0,0,0,0,0,Tolga Ciğerci,0,433,0,2010-2011,0,0
4760,0.64,0.71,22,0.77,4,Papiss Cissé,0.58,2795,2,2010-2011,18,20
4761,0,0,0,0,0,Ricardo Clark,0,593,0,2010-2011,0,0
4762,0.14,0.09,2,0.14,0,Christian Clemens,0.09,1901,1,2010-2011,2,3
4763,0.12,0.12,2,0.12,0,Almog Cohen,0.12,1520,0,2010-2011,2,2
4764,0.1,0.06,2,0.1,0,Marvin Compper,0.06,2810,1,2010-2011,2,3
4765,0,0,0,0,0,Diego Contento,0,1109,0,2010-2011,0,0
4766,0,0.12,4,0.12,4,Filip Daems,0,3060,0,2010-2011,0,0
4767,0.12,0.12,2,0.12,0,Dante,0.12,1538,0,2010-2011,2,2
4768,0,0,0,0,0,Dennis Daube,0,794,0,2010-2011,0,0
4769,0,0,0,0,0,Ciprian Deac,0,90,0,2010-2011,0,0
4770,0,0,0,0,0,Dedê,0,35,0,2010-2011,0,0
4771,0,0,0,0,0,Philipp Degen,0,320,0,2010-2011,0,0
4772,0.33,0.25,3,0.33,0,Ashkan Dejagah,0.25,1083,1,2010-2011,3,4
4773,0.07,0.07,1,0.07,0,Matthieu Delpierre,0.07,1245,0,2010-2011,1,1
4774,0,0,0,0,0,Guy Demel,0,1664,0,2010-2011,0,0
4775,0.27,0.27,1,0.27,0,Martín Demichelis,0.27,333,0,2010-2011,1,1
4776,0.51,0.28,6,0.51,0,Eren Derdiyok,0.28,1956,5,2010-2011,6,11
4777,0.08,0.04,1,0.08,0,Florian Dick,0.04,2202,1,2010-2011,1,2
4778,0.29,0,0,0.29,0,Daniel Didavi,0,313,1,2010-2011,0,1
4779,0.52,0.21,6,0.52,0,Diego,0.21,2620,9,2010-2011,6,15
4780,0,0,0,0,0,Dennis Diekmeier,0,665,0,2010-2011,0,0
4781,0,0,0,0,0,Constant Djakpa,0,614,0,2010-2011,0,0
4782,0.18,0.18,1,0.18,0,Julian Draxler,0.18,509,0,2010-2011,1,1
4783,0,0,0,0,0,Jaroslav Drobný,0,409,0,2010-2011,0,0
4784,0,0,0,0,0,Julian Dudda,0,90,0,2010-2011,0,0
4785,0.83,0.83,2,0.83,0,Duncan,0.83,218,0,2010-2011,2,2
4786,0.59,0.59,10,0.59,0,Edin Džeko,0.59,1516,0,2010-2011,10,10
4787,0.18,0.13,3,0.18,0,Marius Ebbers,0.13,2053,1,2010-2011,3,4
4788,0,0,0,0,0,Davidson Eden,0,5,0,2010-2011,0,0
4789,0.31,0.19,3,0.31,0,Edu,0.19,1449,2,2010-2011,3,5
4790,0.19,0.19,1,0.19,0,Marcel Eger,0.19,469,0,2010-2011,1,1
4791,0,0,0,0,0,Mario Eggimann,0,641,0,2010-2011,0,0
4792,0,0,0,0,0,Fabrice Ehret,0,1419,0,2010-2011,0,0
4793,0.18,0,0,0.18,0,Christian Eichner,0,1504,3,2010-2011,0,3
4794,0,0,0,0,0,Christian Eichner,0,232,0,2010-2011,0,0
4795,0.48,0.35,8,0.48,0,Christian Eigler,0.35,2051,3,2010-2011,8,11
4796,0.47,0.11,3,0.47,0,Mehmet Ekici,0.11,2501,10,2010-2011,3,13
4797,0.22,0.11,2,0.22,0,Eljero Elia,0.11,1642,2,2010-2011,2,4
4798,0,0,0,0,0,Élson,0,187,0,2010-2011,0,0
4799,0,0,0,0,0,Sergio Escudero,0,414,0,2010-2011,0,0
4800,0,0,0,0,0,Ralf Fährmann,0,1305,0,2010-2011,0,0
4801,0.35,0.12,3,0.35,0,Jefferson Farfán,0.12,2334,6,2010-2011,3,9
4802,0.13,0,0,0.13,0,Malik Fathi,0,1404,2,2010-2011,0,2
4803,0.22,0.11,1,0.22,0,Martin Fenin,0.11,808,1,2010-2011,1,2
4804,0,0,0,0,0,Markus Feulner,0,30,0,2010-2011,0,0
4805,0,0,0,0,0,Michael Fink,0,328,0,2010-2011,0,0
4806,0.57,0.57,3,0.57,0,Roberto Firmino,0.57,471,0,2010-2011,3,3
4807,0.2,0.2,2,0.2,0,Johannes Flum,0.2,892,0,2010-2011,2,2
4808,0,0,0,0,0,Mikael Forssell,0,211,0,2010-2011,0,0
4809,0.23,0.23,2,0.23,0,Mike Frantz,0.23,779,0,2010-2011,2,2
4810,0,0,0,0,0,Maik Franz,0,1975,0,2010-2011,0,0
4811,0.13,0.13,1,0.13,0,Sebastian Freis,0.13,703,0,2010-2011,1,1
4812,0,0,0,0,0,Arne Friedrich,0,1330,0,2010-2011,0,0
4813,0,0,0,0,0,Manuel Friedrich,0,1457,0,2010-2011,0,0
4814,0.16,0.19,6,0.26,3,Torsten Frings,0.1,2807,2,2010-2011,3,5
4815,0.04,0,0,0.04,0,Clemens Fritz,0,2538,1,2010-2011,0,1
4816,0,0,0,0,0,Florian Fromlowitz,0,1749,0,2010-2011,0,0
4817,0.24,0,0,0.24,0,Christian Fuchs,0,2646,7,2010-2011,0,7
4818,0,0,0,0,0,Danny Fuchs,0,18,0,2010-2011,0,0
4819,0.19,0.19,1,0.19,0,Patrick Funk,0.19,482,0,2010-2011,1,1
4820,0,0,0,0,0,Mario Gavranović,0,301,0,2010-2011,0,0
4821,0.24,0.12,2,0.3,1,Timo Gebhart,0.06,1498,3,2010-2011,1,4
4822,0.46,0.53,16,0.59,4,Theofanis Gekas,0.39,2740,2,2010-2011,12,14
4823,0.22,0.22,5,0.26,1,Christian Gentner,0.18,2050,1,2010-2011,4,5
4824,0.07,0.07,2,0.07,0,Pedro Geromel,0.07,2419,0,2010-2011,2,2
4825,0,0,0,0,0,Fabian Giefer,0,180,0,2010-2011,0,0
4826,1.07,1.03,28,1.11,1,Mario Gómez,0.99,2443,2,2010-2011,27,29
4827,0,0,0,0,0,Eugen Gopko,0,39,0,2010-2011,0,0
4828,0.6,0.21,6,0.6,0,Mario Götze,0.21,2530,11,2010-2011,6,17
4829,0.54,0.44,9,0.54,0,Grafite,0.44,1848,2,2010-2011,9,11
4830,0.49,0.28,8,0.49,0,Kevin Großkreutz,0.28,2584,6,2010-2011,8,14
4831,0.29,0.23,4,0.29,0,Paolo Guerrero,0.23,1561,1,2010-2011,4,5
4832,0,0,0,0,0,Manuel Gulde,0,24,0,2010-2011,0,0
4833,0.35,0.25,5,0.35,0,İlkay Gündoğan,0.25,1819,2,2010-2011,5,7
4834,0.05,0,0,0.05,0,Ralph Gunesch,0,1779,1,2010-2011,0,1
4835,0.08,0.08,1,0.08,0,Luiz Gustavo,0.08,1069,0,2010-2011,1,1
4836,0.24,0.12,2,0.24,0,Luiz Gustavo,0.12,1476,2,2010-2011,2,4
4837,0,0,0,0,0,Daniel Haas,0,810,0,2010-2011,0,0
4838,0.04,0.04,1,0.04,0,Karim Haggui,0.04,2227,0,2010-2011,1,1
4839,0,0,0,0,0,Mathias Hain,0,290,0,2010-2011,0,0
4840,0.59,0.29,3,0.59,0,Tamás Hajnal,0.29,916,3,2010-2011,3,6
4841,1.85,1.85,3,1.85,0,Mike Hanke,1.85,146,0,2010-2011,3,3
4842,0.55,0.11,1,0.55,0,Mike Hanke,0.11,821,4,2010-2011,1,5
4843,0.67,0.43,9,0.67,0,Martin Harnik,0.43,1877,5,2010-2011,9,14
4844,0.05,0,0,0.05,0,Makoto Hasebe,0,1642,1,2010-2011,0,1
4845,0.22,0.11,3,0.22,0,Jens Hegeler,0.11,2494,3,2010-2011,3,6
4846,0,0,0,0,0,Christofer Heimeroth,0,1170,0,2010-2011,0,0
4847,0.14,0.14,1,0.14,0,Florian Heller,0.14,649,0,2010-2011,1,1
4848,0,0,0,0,0,Marcel Heller,0,370,0,2010-2011,0,0
4849,0.77,0.64,5,0.77,0,Patrick Helmes,0.64,698,1,2010-2011,5,6
4850,0.21,0.21,1,0.21,0,Patrick Helmes,0.21,421,0,2010-2011,1,1
4851,0.11,0.11,1,0.11,0,Rouwen Hennings,0.11,811,0,2010-2011,1,1
4852,0.31,0.23,3,0.31,0,Patrick Herrmann,0.23,1162,1,2010-2011,3,4
4853,0.37,0.37,3,0.37,0,Son Heung-min,0.37,720,0,2010-2011,3,3
4854,0,0,0,0,0,Marwin Hitz,0,473,0,2010-2011,0,0
4855,0.09,0.09,1,0.09,0,Adam Hloušek,0.09,1050,0,2010-2011,1,1
4856,0.46,0.39,5,0.46,0,Erwin Hoffer,0.39,1163,1,2010-2011,5,6
4857,0.49,0.18,4,0.49,0,Lewis Holtby,0.18,2017,7,2010-2011,4,11
4858,0.03,0.03,1,0.03,0,Benedikt Höwedes,0.03,2592,0,2010-2011,1,1
4859,0.19,0.16,5,0.19,0,Mats Hummels,0.16,2831,1,2010-2011,5,6
4860,0.24,0.14,3,0.29,1,Aaron Hunt,0.1,1872,3,2010-2011,2,5
4861,0.36,0.36,8,0.41,1,Klaas-Jan Huntelaar,0.32,1986,1,2010-2011,7,8
4862,1.08,0,0,1.08,0,Said Husejinović,0,83,1,2010-2011,0,1
4863,0.05,0.05,1,0.05,0,Sami Hyypiä,0.05,1665,0,2010-2011,1,1
4864,0,0,0,0,0,Andreas Ibertsberger,0,1629,0,2010-2011,0,0
4865,0.38,0.34,8,0.43,1,Vedad Ibišević,0.3,2111,2,2010-2011,7,9
4866,0.35,0.2,5,0.35,0,Mohammadou Idrissou,0.2,2282,4,2010-2011,5,9
4867,0.52,0.26,5,0.57,1,Ivo Iličević,0.21,1729,6,2010-2011,4,10
4868,0,0,0,0,0,Alexandru Ioniță,0,106,0,2010-2011,0,0
4869,0.35,0.27,3,0.35,0,Andreas Ivanschitz,0.27,1017,1,2010-2011,3,4
4870,0,0,0,0,0,Koo Ja-cheol,0,289,0,2010-2011,0,0
4871,0,0,0,0,0,Jonathan Jäger,0,425,0,2010-2011,0,0
4872,0,0,0,0,0,Matthias Jaissle,0,402,0,2010-2011,0,0
4873,0.2,0.08,2,0.2,0,Mato Jajalo,0.08,2205,3,2010-2011,2,5
4874,0.17,0.17,2,0.17,0,Marcell Jansen,0.17,1032,0,2010-2011,2,2
4875,0,0,0,0,0,Tony Jantschke,0,907,0,2010-2011,0,0
4876,0.05,0,0,0.05,0,David Jarolím,0,1977,1,2010-2011,0,1
4877,0,0,0,0,0,Erik Jendrišek,0,32,0,2010-2011,0,0
4878,0,0,0,0,0,Erik Jendrišek,0,362,0,2010-2011,0,0
4879,0.23,0,0,0.23,0,Daniel Jensen,0,385,1,2010-2011,0,1
4880,0.08,0,0,0.08,0,Leon Jessen,0,2137,2,2010-2011,0,2
4881,0,0,0,0,0,Fabian Johnson,0,171,0,2010-2011,0,0
4882,0.12,0.12,1,0.12,0,Jermaine Jones,0.12,738,0,2010-2011,1,1
4883,0,0,0,0,0,Josué,0,2155,0,2010-2011,0,0
4884,0,0,0,0,0,Juri Judt,0,1989,0,2010-2011,0,0
4885,0.03,0,0,0.03,0,Sebastian Jung,0,2950,1,2010-2011,0,1
4886,0,0,0,0,0,Hao Junmin,0,270,0,2010-2011,0,0
4887,0.96,0,0,0.96,0,Nicolai Jørgensen,0,187,2,2010-2011,0,2
4888,0.17,0.11,2,0.17,0,Gojko Kačar,0.11,1594,1,2010-2011,2,3
4889,0,0,0,0,0,Elias Kachunga,0,28,0,2010-2011,0,0
4890,0.1,0.07,2,0.1,0,Michal Kadlec,0.07,2645,1,2010-2011,2,3
4891,0.59,0.53,8,0.59,0,Shinji Kagawa,0.53,1362,1,2010-2011,8,9
4892,0.12,0.12,1,0.12,0,Thomas Kahlenberg,0.12,736,0,2010-2011,1,1
4893,0,0,0,0,0,Jan-Philipp Kalla,0,336,0,2010-2011,0,0
4894,0.11,0,0,0.11,0,Miroslav Karhan,0,829,1,2010-2011,0,1
4895,0,0,0,0,0,Ali Karimi,0,29,0,2010-2011,0,0
4896,0,0,0,0,0,Sebastian Kehl,0,229,0,2010-2011,0,0
4897,0,0,0,0,0,Thomas Kessler,0,2318,0,2010-2011,0,0
4898,0.6,0.47,7,0.6,0,Stefan Kießling,0.47,1346,2,2010-2011,7,9
4899,0.04,0,0,0.04,0,Oliver Kirch,0,2089,1,2010-2011,0,1
4900,0,0,0,0,0,Jan Kirchhoff,0,762,0,2010-2011,0,0
4901,0,0,0,0,0,Sonny Kittel,0,217,0,2010-2011,0,0
4902,0.03,0.03,1,0.03,0,Simon Kjær,0.03,2830,0,2010-2011,1,1
4903,0.1,0.1,1,0.1,0,Miroslav Klose,0.1,878,0,2010-2011,1,1
4904,0.06,0.06,1,0.06,0,Peer Kluge,0.06,1555,0,2010-2011,1,1
4905,0.11,0.07,2,0.11,0,Benjamin Köhler,0.07,2429,1,2010-2011,2,3
4906,0,0,0,0,0,Ümit Korkmaz,0,36,0,2010-2011,0,0
4907,0,0,0,0,0,Thomas Kraft,0,1035,0,2010-2011,0,0
4908,0,0,0,0,0,Kevin Kraus,0,90,0,2010-2011,0,0
4909,0,0,0,0,0,Pavel Krmaš,0,398,0,2010-2011,0,0
4910,0,0,0,0,0,Felix Kroos,0,192,0,2010-2011,0,0
4911,0.21,0.05,1,0.21,0,Toni Kroos,0.05,1727,3,2010-2011,1,4
4912,0.31,0.08,2,0.31,0,Max Kruse,0.08,2314,6,2010-2011,2,8
4913,0.34,0.34,9,0.49,4,Zdravko Kuzmanović,0.19,2396,4,2010-2011,5,9
4914,0.09,0.09,3,0.15,2,Philipp Lahm,0.03,3060,2,2010-2011,1,3
4915,0.55,0.55,16,0.55,0,Srđan Lakić,0.55,2613,0,2010-2011,16,16
4916,0,0,0,0,0,Altin Lala,0,200,0,2010-2011,0,0
4917,0,0,0,0,0,Mitchell Langerak,0,90,0,2010-2011,0,0
4918,0.13,0.08,2,0.13,0,Martin Lanig,0.08,2128,1,2010-2011,2,3
4919,0,0,0,0,0,Florian Lechner,0,825,0,2010-2011,0,0
4920,0.12,0.16,5,0.16,1,Matthias Lehmann,0.12,2900,0,2010-2011,4,4
4921,0,0,0,0,0,André Lenz,0,90,0,2010-2011,0,0
4922,0.05,0,0,0.05,0,Tobias Levels,0,1980,1,2010-2011,0,1
4923,0.51,0.45,8,0.51,0,Robert Lewandowski,0.45,1591,1,2010-2011,8,9
4924,0,0,0,0,0,Alexander Madlung,0,572,0,2010-2011,0,0
4925,0.45,0.34,3,0.45,0,Róbert Mak,0.34,800,1,2010-2011,3,4
4926,0.09,0,0,0.09,0,Cédric Makiadi,0,2891,3,2010-2011,0,3
4927,0,0,0,0,0,Tomoaki Makino,0,137,0,2010-2011,0,0
4928,0.68,0.49,8,0.68,0,Mario Mandžukić,0.49,1461,3,2010-2011,8,11
4929,0.15,0.15,3,0.2,1,José Manuel Jurado,0.1,1784,1,2010-2011,2,3
4930,1.09,0.41,3,1.09,0,Ciprian Marica,0.41,662,5,2010-2011,3,8
4931,0.41,0.1,3,0.41,0,Marko Marin,0.1,2627,9,2010-2011,3,12
4932,0,0,0,0,0,Dominic Maroh,0,566,0,2010-2011,0,0
4933,0.1,0.05,1,0.1,0,Thorben Marx,0.05,1749,1,2010-2011,1,2
4934,0.11,0.11,2,0.11,0,Joris Mathijsen,0.11,1662,0,2010-2011,2,2
4935,0.06,0,0,0.06,0,Joël Matip,0,1486,1,2010-2011,0,1
4936,0,0,0,0,0,Karim Matmour,0,467,0,2010-2011,0,0
4937,0.18,0.12,2,0.18,0,Adam Matuszczyk,0.12,1501,1,2010-2011,2,3
4938,0.48,0.48,2,0.48,0,Eric Maxim Choupo-Moting,0.48,378,0,2010-2011,2,2
4939,0,0,0,0,0,Dieumerci Mbokani,0,298,0,2010-2011,0,0
4940,0.38,0.38,1,0.38,0,Kevin McKenna,0.38,235,0,2010-2011,1,1
4941,0,0,0,0,0,Marcel Meeuwis,0,12,0,2010-2011,0,0
4942,0.21,0.11,2,0.21,0,Alexander Meier,0.11,1679,2,2010-2011,2,4
4943,0,0,0,0,0,Markus Mendler,0,165,0,2010-2011,0,0
4944,0.07,0.07,2,0.07,0,Per Mertesacker,0.07,2700,0,2010-2011,2,2
4945,0.07,0.03,1,0.07,0,Christoph Metzelder,0.03,2684,1,2010-2011,1,2
4946,0,0,0,0,0,Sebastian Mielitz,0,452,0,2010-2011,0,0
4947,0.7,0,0,0.7,0,Marek Mintál,0,257,2,2010-2011,0,2
4948,0,0,0,0,0,Zvjezdan Misimović,0,45,0,2010-2011,0,0
4949,0.41,0.41,1,0.41,0,Iliyan Mitsanski,0.41,220,0,2010-2011,1,1
4950,0.27,0.22,4,0.27,0,Peniel Mlapa,0.22,1643,1,2010-2011,4,5
4951,0.08,0.08,2,0.08,0,Youssef Mohamad,0.08,2384,0,2010-2011,2,2
4952,0,0,0,0,0,Cristian Molinaro,0,2001,0,2010-2011,0,0
4953,0,0,0,0,0,Faryd Mondragón,0,1080,0,2010-2011,0,0
4954,0.31,0.22,5,0.31,0,Jan Morávek,0.22,2020,2,2010-2011,5,7
4955,0,0,0,0,0,Fabio Morena,0,545,0,2010-2011,0,0
4956,0.12,0,0,0.12,0,Christoph Moritz,0,728,1,2010-2011,0,1
4957,0,0,0,0,0,Mensur Mujdža,0,2822,0,2010-2011,0,0
4958,0,0,0,0,0,Heinz Müller,0,900,0,2010-2011,0,0
4959,0.74,0.39,12,0.74,0,Thomas Müller,0.39,2788,11,2010-2011,12,23
4960,0.12,0.12,1,0.12,0,Deniz Naki,0.12,765,0,2010-2011,1,1
4961,0.32,0.32,3,0.32,0,Adam Nemec,0.32,846,0,2010-2011,3,3
4962,0,0,0,0,0,Manuel Neuer,0,3058,0,2010-2011,0,0
4963,0.05,0.05,1,0.05,0,Roman Neustädter,0.05,1750,0,2010-2011,1,1
4964,0.12,0,0,0.12,0,Maximilian Nicu,0,1511,2,2010-2011,0,2
4965,0.2,0.2,5,0.2,0,Georg Niedermeier,0.2,2261,0,2010-2011,5,5
4966,0,0,0,0,0,Oka Nikolov,0,1755,0,2010-2011,0,0
4967,0.07,0.07,1,0.07,0,Per Nilsson,0.07,1317,0,2010-2011,1,1
4968,0.4,0.35,7,0.45,1,Ruud van Nistelrooy,0.3,1787,2,2010-2011,6,8
4969,0.13,0.06,1,0.13,0,Håvard Nordtveit,0.06,1385,1,2010-2011,1,2
4970,0.79,0.71,17,0.79,0,Milivoje Novaković,0.71,2168,2,2010-2011,17,19
4971,0.06,0.06,2,0.06,0,Nikolče Noveski,0.06,2787,0,2010-2011,2,2
4972,0,0,0,0,0,Chinedu Obasi,0,132,0,2010-2011,0,0
4973,0.21,0.07,2,0.21,0,Patrick Ochs,0.07,2558,4,2010-2011,2,6
4974,0.11,0,0,0.11,0,Bastian Oczipka,0,1693,2,2010-2011,0,2
4975,0.18,0.18,2,0.18,0,Shinji Okazaki,0.18,988,0,2010-2011,2,2
4976,0,0,0,0,0,Rubin Okotie,0,76,0,2010-2011,0,0
4977,0,0,0,0,0,Ivica Olić,0,279,0,2010-2011,0,0
4978,0.1,0,0,0.1,0,Andreas Ottl,0,918,1,2010-2011,0,1
4979,0.2,0,0,0.2,0,Patrick Owomoyela,0,447,1,2010-2011,0,1
4980,0,0,0,0,0,Zvonko Pamić,0,28,0,2010-2011,0,0
4981,0,0,0,0,0,Christian Pander,0,175,0,2010-2011,0,0
4982,0,0,0,0,0,Kyriakos Papadopoulos,0,983,0,2010-2011,0,0
4983,0,0,0,0,0,Petri Pasanen,0,1945,0,2010-2011,0,0
4984,0.15,0,0,0.15,0,Peter Pekarík,0,1792,3,2010-2011,0,3
4985,0.24,0,0,0.24,0,Sławomir Peszko,0,758,2,2010-2011,0,2
4986,0.09,0.05,1,0.09,0,Petit,0.05,1941,1,2010-2011,1,2
4987,0,0,0,0,0,Nikola Petković,0,80,0,2010-2011,0,0
4988,0.68,0.57,11,0.73,1,Mladen Petrić,0.52,1731,3,2010-2011,10,13
4989,0,0,0,0,0,Thanos Petsos,0,1409,0,2010-2011,0,0
4990,0.06,0,0,0.06,0,Kevin Pezzoni,0,1482,1,2010-2011,0,1
4991,0,0,0,0,0,Martin Pieckenhagen,0,66,0,2010-2011,0,0
4992,0,0,0,0,0,José Pierre Vunguidica,0,26,0,2010-2011,0,0
4993,0.11,0.07,2,0.15,1,Javier Pinola,0.04,2406,2,2010-2011,1,3
4994,0.28,0.17,5,0.31,1,Sérgio Pinto,0.14,2609,4,2010-2011,4,8
4995,0.14,0,0,0.14,0,Łukasz Piszczek,0,2666,4,2010-2011,0,4
4996,0.4,0.1,2,0.4,0,Jonathan Pitroipa,0.1,1815,6,2010-2011,2,8
4997,0.62,0.46,9,0.62,0,Claudio Pizarro,0.46,1756,3,2010-2011,9,12
4998,0,0,0,0,0,Marvin Plattenhardt,0,368,0,2010-2011,0,0
4999,0,0,0,0,0,Nicolas Plestan,0,196,0,2010-2011,0,0
5000,0,0,0,0,0,Vasileios Pliatsikas,0,45,0,2010-2011,0,0
5001,0,0,0,0,0,Benedikt Pliquett,0,450,0,2010-2011,0,0
5002,0.56,0.43,13,0.62,2,Lukas Podolski,0.36,2744,6,2010-2011,11,17
5003,0,0,0,0,0,Emanuel Pogatetz,0,2434,0,2010-2011,0,0
5004,0.49,0.44,8,0.49,0,Pavel Pogrebnyak,0.44,1654,1,2010-2011,8,9
5005,0.12,0.12,1,0.12,0,Jan Polák,0.12,736,0,2010-2011,1,1
5006,0.04,0,0,0.04,0,Eugen Polanski,0,2209,1,2010-2011,0,1
5007,0,0,0,0,0,Simon Pouplin,0,360,0,2010-2011,0,0
5008,0.18,0,0,0.18,0,Danijel Pranjić,0,1997,4,2010-2011,0,4
5009,0.12,0.04,1,0.12,0,Sebastian Prödl,0.04,2250,2,2010-2011,1,3
5010,0.1,0,0,0.1,0,Anton Putsila,0,1760,2,2010-2011,0,2
5011,0.3,0.07,1,0.3,0,Ivan Rakitić,0.07,1208,3,2010-2011,1,4
5012,0,0,0,0,0,Dimitar Rangelov,0,14,0,2010-2011,0,0
5013,0.5,0.41,13,0.5,0,Raúl,0.41,2886,3,2010-2011,13,16
5014,0.32,0.16,5,0.32,0,Konstantin Rausch,0.16,2824,5,2010-2011,5,10
5015,0.14,0.07,2,0.14,0,Stefan Reinartz,0.07,2637,2,2010-2011,2,4
5016,1.06,0.53,4,1.06,0,Stefan Reisinger,0.53,677,4,2010-2011,4,8
5017,0,0,0,0,0,Michael Rensing,0,1530,0,2010-2011,0,0
5018,0.51,0.32,10,0.51,0,Marco Reus,0.32,2849,6,2010-2011,10,16
5019,0.87,0.32,7,0.87,0,Franck Ribéry,0.32,1965,12,2010-2011,7,19
5020,0.15,0.08,2,0.15,0,Sascha Riether,0.08,2331,2,2010-2011,2,4
5021,0,0,0,0,0,Tomás Rincón,0,1164,0,2010-2011,0,0
5022,0.28,0.07,1,0.28,0,Marcel Risse,0.07,1285,3,2010-2011,1,4
5023,0.44,0.29,2,0.44,0,Stiven Rivić,0.29,616,1,2010-2011,2,3
5024,1.59,0.96,12,1.59,0,Arjen Robben,0.96,1130,8,2010-2011,12,20
5025,0.3,0.03,1,0.33,1,Zé Roberto,0,2743,9,2010-2011,0,9
5026,0.21,0.21,2,0.21,0,Sebastian Rode,0.21,849,0,2010-2011,2,2
5027,0.12,0.08,2,0.12,0,Rodnei,0.08,2340,1,2010-2011,2,3
5028,0.38,0.24,5,0.38,0,Simon Rolfes,0.24,1900,3,2010-2011,5,8
5029,0.28,0.28,5,0.28,0,Jan Rosenthal,0.28,1579,0,2010-2011,5,5
5030,0,0,0,0,0,Frank Rost,0,2651,0,2010-2011,0,0
5031,0,0,0,0,0,Carsten Rothenbach,0,1170,0,2010-2011,0,0
5032,0.22,0.04,1,0.22,0,Sebastian Rudy,0.04,2454,5,2010-2011,1,6
5033,0.06,0.03,1,0.06,0,Marco Russ,0.03,2790,1,2010-2011,1,2
5034,0.49,0.21,6,0.49,0,Nuri Şahin,0.21,2585,8,2010-2011,6,14
5035,0,0,0,0,0,Stephan Salger,0,395,0,2010-2011,0,0
5036,0.43,0.21,5,0.51,2,Sejad Salihović,0.13,2116,7,2010-2011,3,10
5037,0.42,0.29,7,0.42,0,Sidney Sam,0.29,2157,3,2010-2011,7,10
5038,0,0,0,0,0,Tuncay Şanlı,0,219,0,2010-2011,0,0
5039,0,0,0,0,0,Wilfried Sanou,0,30,0,2010-2011,0,0
